"","continent","year","energy_type","meanconsmp"
"737","Oceania",1986,"nuclear",NA
"738","Oceania",1986,"renewable",NA
"739","Oceania",1987,"coal",NA
"740","Oceania",1987,"nuclear",NA
"741","Oceania",1987,"renewable",NA
"742","Oceania",1988,"coal",NA
"743","Oceania",1988,"nuclear",NA
"744","Oceania",1988,"renewable",NA
"745","Oceania",1989,"coal",NA
"746","Oceania",1989,"nuclear",NA
"747","Oceania",1989,"renewable",NA
"748","Oceania",1990,"coal",NA
"749","Oceania",1990,"nuclear",NA
"750","Oceania",1990,"renewable",NA
"751","Oceania",1991,"coal",NA
"752","Oceania",1991,"nuclear",NA
"753","Oceania",1991,"renewable",NA
"754","Oceania",1992,"coal",NA
"755","Oceania",1992,"nuclear",NA
"756","Oceania",1992,"renewable",NA
"757","Oceania",1993,"coal",NA
"758","Oceania",1993,"nuclear",NA
"759","Oceania",1993,"renewable",NA
"760","Oceania",1994,"coal",NA
"761","Oceania",1994,"nuclear",NA
"762","Oceania",1994,"renewable",NA
"763","Oceania",1995,"coal",NA
"764","Oceania",1995,"nuclear",NA
"765","Oceania",1995,"renewable",NA
"766","Oceania",1996,"coal",NA
"767","Oceania",1996,"nuclear",NA
"768","Oceania",1996,"renewable",NA
"769","Oceania",1997,"coal",NA
"770","Oceania",1997,"nuclear",NA
"771","Oceania",1997,"renewable",NA
"772","Oceania",1998,"coal",NA
"773","Oceania",1998,"nuclear",NA
"774","Oceania",1998,"renewable",NA
"775","Oceania",1999,"coal",NA
"776","Oceania",1999,"nuclear",NA
"777","Oceania",1999,"renewable",NA
"778","Oceania",2000,"coal",NA
"779","Oceania",2000,"nuclear",NA
"780","Oceania",2000,"renewable",NA
"781","Oceania",2001,"coal",NA
"782","Oceania",2001,"nuclear",NA
"783","Oceania",2001,"renewable",NA
"784","Oceania",2002,"coal",NA
"785","Oceania",2002,"nuclear",NA
"786","Oceania",2002,"renewable",NA
"787","Oceania",2003,"coal",NA
"788","Oceania",2003,"nuclear",NA
"789","Oceania",2003,"renewable",NA
"790","Oceania",2004,"coal",NA
"791","Oceania",2004,"nuclear",NA
"792","Oceania",2004,"renewable",NA
"793","Oceania",2005,"coal",NA
"794","Oceania",2005,"nuclear",NA
"795","Oceania",2005,"renewable",NA
"796","Oceania",2006,"coal",NA
"797","Oceania",2006,"nuclear",NA
"798","Oceania",2006,"renewable",NA
"799","Oceania",2007,"coal",NA
"800","Oceania",2007,"nuclear",NA
"801","Oceania",2007,"renewable",NA
"802","Oceania",2008,"coal",NA
"803","Oceania",2008,"nuclear",NA
"804","Oceania",2008,"renewable",NA
"805","Oceania",2009,"coal",NA
"806","Oceania",2009,"nuclear",NA
"807","Oceania",2009,"renewable",NA
"808","Oceania",2010,"coal",NA
"809","Oceania",2010,"nuclear",NA
"810","Oceania",2010,"renewable",NA
"811","Oceania",2011,"coal",NA
"812","Oceania",2011,"nuclear",NA
"813","Oceania",2011,"renewable",NA
"814","Oceania",2012,"coal",NA
"815","Oceania",2012,"nuclear",NA
"816","Oceania",2012,"renewable",NA
"817","Oceania",2013,"coal",NA
"818","Oceania",2013,"nuclear",NA
"819","Oceania",2013,"renewable",NA
"820","Oceania",2014,"coal",NA
"821","Oceania",2014,"nuclear",NA
"822","Oceania",2014,"renewable",NA
"823","Oceania",2015,"coal",NA
"824","Oceania",2015,"nuclear",NA
"825","Oceania",2015,"renewable",NA
"826","Oceania",2016,"coal",NA
"827","Oceania",2016,"nuclear",NA
"828","Oceania",2016,"renewable",NA
"829","Oceania",2017,"coal",268.0105
"830","Oceania",2017,"nuclear",0
"831","Oceania",2017,"renewable",100.8765
"832","Oceania",2018,"coal",263.7315
"833","Oceania",2018,"nuclear",0
"834","Oceania",2018,"renewable",115.306
"835","Oceania",2019,"coal",256.272
"836","Oceania",2019,"nuclear",0
"837","Oceania",2019,"renewable",121.325
"838","Oceania",NA,"coal",NA
"839","Oceania",NA,"nuclear",NA
"840","Oceania",NA,"renewable",NA
